solicitud_id,cliente_id,artista_id,campana_id,fecha_solicitud,hora_solicitud,canal_contacto,fuente_llegada,estilo_tatuaje,zona_cuerpo,tamano,monto_cotizado_clp,minutos_respuesta,estado_solicitud,etapa_pipeline,score_oportunidad
RES-0968,CLI-0919,ART-003,CAMP-DIR-01,2026-06-11,13:00,WhatsApp,visita directa,geometrico color,costillas,sesion larga,330000,110,confirmada,reserva confirmada,80
RES-0969,CLI-0920,ART-002,CAMP-TK-01,2026-05-18,10:30,WhatsApp,TikTok,geometrico,pecho,pequeno,80000,30,confirmada,reserva confirmada,44
RES-0970,CLI-0921,ART-002,CAMP-IG-01,2026-06-09,14:00,Instagram,Instagram,blackwork,antebrazo,pequeno,50000,259,confirmada,reserva confirmada,33
RES-0971,CLI-0909,ART-006,CAMP-GO-01,2026-05-30,14:30,Instagram,Google,tradicional color,tobillo,pequeno,40000,102,pendiente,esperando respuesta cliente,12
RES-0972,CLI-0922,ART-002,CAMP-TK-01,2026-06-10,12:30,WhatsApp,TikTok,tradicional,costillas,sesion larga,355000,183,contactar,pendiente de contacto,61
RES-0973,CLI-0119,ART-006,CAMP-IG-01,2026-05-19,13:30,Instagram,Instagram,tradicional color,pierna,pequeno,55000,278,pendiente,esperando respuesta cliente,15
RES-0974,CLI-0923,ART-001,CAMP-IG-01,2026-06-11,13:30,WhatsApp,Instagram,minimalista,hombro,pequeno,40000,117,cancelada,perdida,12
RES-0975,CLI-0924,ART-004,CAMP-TK-01,2026-06-07,14:00,Instagram,TikTok,blackwork,espalda,mediano,170000,48,confirmada,reserva confirmada,55
RES-0976,CLI-0925,ART-004,CAMP-DIR-01,2026-05-21,10:00,WhatsApp,visita directa,lettering,hombro,pequeno,50000,186,confirmada,reserva confirmada,38
RES-0977,CLI-0926,ART-005,CAMP-AIEP-01,2026-06-18,16:00,WhatsApp,evento AIEP,minimalista,cuello,mediano,100000,32,confirmada,reserva confirmada,47
RES-0978,CLI-0927,ART-004,CAMP-REF-01,2026-06-10,10:00,Instagram,recomendacion,blackwork,hombro,pequeno,70000,46,confirmada,reserva confirmada,52
RES-0979,CLI-0928,ART-001,CAMP-TK-01,2026-05-17,09:00,WhatsApp,TikTok,fine line color,pierna,pequeno,60000,127,contactar,pendiente de contacto,16
RES-0980,CLI-0734,ART-004,CAMP-TK-01,2026-06-02,10:00,Instagram,TikTok,lettering,mano/dedos,grande,250000,253,pendiente,esperando respuesta cliente,41
RES-0981,CLI-0929,ART-003,CAMP-IG-01,2026-05-30,13:30,WhatsApp,Instagram,fine line color,tobillo,pequeno,40000,86,pendiente,esperando respuesta cliente,12
RES-0982,CLI-0930,ART-001,CAMP-TK-01,2026-05-22,17:00,WhatsApp,TikTok,lettering,brazo,pequeno,40000,29,confirmada,reserva confirmada,31
RES-0983,CLI-0931,ART-001,CAMP-GO-01,2026-06-19,12:00,Instagram,Google,fine line,pecho,mediano,85000,197,pendiente,esperando respuesta cliente,15
RES-0984,CLI-0932,ART-005,CAMP-REF-01,2026-06-11,17:00,WhatsApp,recomendacion,minimalista,tobillo,pequeno,40000,196,confirmada,reserva confirmada,46
RES-0985,CLI-0933,ART-005,CAMP-DIR-01,2026-05-22,16:00,WhatsApp,visita directa,geometrico,hombro,mediano,100000,188,cancelada,perdida,23
RES-0986,CLI-0156,ART-001,CAMP-GO-01,2026-06-03,12:00,Instagram,Google,lettering color,brazo,grande,190000,275,cancelada,perdida,40
RES-0987,CLI-0297,ART-004,CAMP-REF-01,2026-05-26,17:30,Instagram,recomendacion,lettering color,hombro,grande,180000,27,confirmada,reserva confirmada,67
RES-0988,CLI-0934,ART-001,CAMP-RET-01,2026-06-15,15:00,WhatsApp,cliente recurrente,lettering color,mano/dedos,pequeno,60000,46,pendiente,esperando respuesta cliente,23
RES-0989,CLI-0935,ART-003,CAMP-IG-01,2026-06-19,17:00,WhatsApp,Instagram,minimalista,cuello,pequeno,40000,183,pendiente,esperando respuesta cliente,12
RES-0990,CLI-0936,ART-004,CAMP-IG-01,2026-05-15,16:30,WhatsApp,Instagram,tradicional color,pecho,sesion larga,310000,58,confirmada,reserva confirmada,85
RES-0991,CLI-0937,ART-002,CAMP-DIR-01,2026-06-02,17:00,WhatsApp,visita directa,blackwork,mano/dedos,mediano,140000,178,contactar,pendiente de contacto,25
RES-0992,CLI-0938,ART-004,CAMP-IG-01,2026-06-07,10:00,WhatsApp,Instagram,tradicional color,pecho,mediano,110000,128,confirmada,reserva confirmada,49
RES-0993,CLI-0939,ART-004,CAMP-TK-01,2026-05-17,10:30,Instagram,TikTok,tradicional color,espalda,grande,295000,73,confirmada,reserva confirmada,83
RES-0994,CLI-0940,ART-002,CAMP-DIR-01,2026-05-30,11:30,WhatsApp,visita directa,blackwork,espalda,mediano,120000,60,contactar,pendiente de contacto,22
RES-0995,CLI-0941,ART-004,CAMP-TK-01,2026-06-10,17:00,Instagram,TikTok,tradicional,tobillo,mediano,115000,80,reagendada,reagendar fecha,26
RES-0996,CLI-0942,ART-006,CAMP-IG-01,2026-06-10,16:00,WhatsApp,Instagram,geometrico,pierna,mediano,170000,88,confirmada,reserva confirmada,55
RES-0997,CLI-0943,ART-006,CAMP-DIR-01,2026-05-20,12:00,WhatsApp,visita directa,blackwork,espalda,grande,330000,126,contactar,pendiente de contacto,65
RES-0998,CLI-0944,ART-003,CAMP-AIEP-01,2026-06-01,09:30,Instagram,evento AIEP,fine line,brazo,pequeno,45000,92,pendiente,esperando respuesta cliente,12
RES-0999,CLI-0945,ART-003,CAMP-IG-01,2026-06-07,10:30,Instagram,Instagram,geometrico color,muneca,pequeno,45000,162,confirmada,reserva confirmada,37
RES-1000,CLI-0946,ART-005,CAMP-REF-01,2026-06-17,11:30,WhatsApp,recomendacion,minimalista,antebrazo,grande,180000,147,contactar,pendiente de contacto,48
